code,name_en
528,Kotido District
529,Kumi District
530,Kyenjojo District
531,Lira District
532,Luwero District
533,Masaka District
534,Masindi District
535,Mayuge District
536,Mbale District
537,Mbarara District
538,Moroto District
539,Moyo District
540,Mpigi District
541,Mubende District
542,Mukono District
543,Nakapiripiri District
544,Nakasongola District
545,Nebbi District
546,Ntungamo District
547,Pader District
548,Pallisa District
549,Rakai District
550,Rukungiri District
551,Sembabule District
552,Sironko District
553,Soroti District
554,Tororo District
555,Wakiso District
556,Yumbe District
557,Butaleja District
558,Ibanda District
559,Kaabong District
560,Isingiro District
561,Kaliro District
562,Kiruhura District
563,Koboko District
564,Amolatar District
565,Amuria District
566,Manafwa District
567,Bukwa District
568,Mityana District
569,Nakaseke District
570,Amuru District
571,Budaka District
572,Oyam District
573,Abim District
574,Namutumba District
575,Dokolo District
576,Buliisa District
577,Maracha-Terego District
578,Bukedea Distrct
579,Bududa District
580,Lyantonde District
581,Amudat District
582,Buikwe District
583,Buyende District
584,Kyegegwa District
585,Lamwo District
586,Otuke District
587,Zombo District
588,Alebtong District
589,Bulambuli District
590,Buvuma District
591,Gomba District
592,Kiryandongo District
593,Luuka District
594,Namayingo District
595,Ntoroko District
596,Serere District
597,Kyankwanzi District
598,Kalungu District
599,Lwengo District
600,Bukomansimbi District
601,Mitooma District
602,Rubirizi District
603,Ngora District
604,Napak District
605,Kibuku District
606,Nwoya District
607,Kole District
608,Butambala District
609,Sheema District
610,Buhweju District
611,Agago District
612,Kween District
751,Arua Municipal Council
752,Entebbe Municipal Council
753,Fort-Portal Municipal Council
754,Gulu Municipal Council
755,Jinja Municipal Council
757,Kabale Municipal Council
758,Lira Municipal Council
759,Masaka Municipal Council
760,Mbale Municipal Council
761,Mbarara Municipal Council
762,Moroto Municipal Council
763,Soroti Municipal Council
764,Tororo Municipal Council
765,Kawempe Division
766,Nakawa Division
767,Makindye Division
768,Rubaga Division
769,Kampala Central Division
770,Kasese Municipal Council
771,Hoima Municipal Council
772,Mukono Municipal Council
773,Iganga Municipal Council
774,Masindi Municipal Council
775,Ntungamo Municipal Council
776,Busia Municipal Council
777,Bushenyi-Ishaka Municipal Council
778,Rukungiri Municipal Council
102,Electoral Commission
103,Inspector General of Governments Office
104,Parliamentary Commission
105,Law Reform Commission
106,Uganda Human Rights Commission
107,Uganda Aids Commission
816,Other
820,Other
829,Uganda Electricity
