org_id,name,name_simple,country_code,country_name,org_type,org_type_code,source_dataset,source_url
GM-COA-04,Independent Electoral Commission (Gambia),Independent Electoral Commission,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-05,Public Service Commission (Gambia),Public Service Commission,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-06,National Audit Office (Gambia),National Audit Office,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-07,Ministry of Defence (Gambia),Ministry of Defence,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-08,Ministry of Interior (Gambia),Ministry of Interior,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-09,Ministry of Tourism and Culture (Gambia),Ministry of Tourism and Culture,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-10,Ministry of Foreign Affairs (Gambia),Ministry of Foreign Affairs,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-11,Ministry of Justice (Gambia),Ministry of Justice,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-12,Ministry of Finance and Economic Affairs (Gambia),Ministry of Finance and Economic Affairs,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-13,Pensions and Gratuties (Gambia),Pensions and Gratuties,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-14,Ombudsman (Gambia),Ombudsman,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-15,Centralised Services (Gambia),Centralised Services,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-16,Ministry of Lands & Regional Government (Gambia),Ministry of Lands & Regional Government,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-17,Ministry of Agriculture (Gambia),Ministry of Agriculture,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-18,"Ministry of Transport, Works, and Infrastructure (Gambia)","Ministry of Transport, Works, and Infrastructure",GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-19,"Minisrty of Trade, Reg. Intergration & Employment (Gambia)","Minisrty of Trade, Reg. Intergration & Employment",GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-20,Ministry of Basic and Secondary Education (Gambia),Ministry of Basic and Secondary Education,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-21,Ministry of Health (Gambia),Ministry of Health,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-22,Ministry of Youth and Sports (Gambia),Ministry of Youth and Sports,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-23,Ministry of Environment Climate Change & Widelife (Gambia),Ministry of Environment Climate Change & Widelife,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-24,"Ministry of Information, Communi & Infrastructure (Gambia)","Ministry of Information, Communi & Infrastructure",GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-25,Ministry of Fisheries and Water Resources (Gambia),Ministry of Fisheries and Water Resources,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-27,"Ministry of H/EDU, Research, Science & Technology (Gambia)","Ministry of H/EDU, Research, Science & Technology",GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-29,Ministry of Petroleum and Energy (Gambia),Ministry of Petroleum and Energy,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-31,"Ministry of Gender, Children and Social Welfare (Gambia)","Ministry of Gender, Children and Social Welfare",GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-33,Ntional Human Rights Commission (Gambia),Ntional Human Rights Commission,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GM-COA-50,National Debt Service (Gambia),National Debt Service,GM,Gambia,Government,10,2021 Budget,https://mofea.gm/downloads-file/2022-approved-budget
GN-COA-04,MINISTERE DE L'ADMINISTRATION DU TERRITOIRE ET DE LA DECENTRALISATION (Guinea),MINISTERE DE L'ADMINISTRATION DU TERRITOIRE ET DE LA DECENTRALISATION,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-06,MINISTERE DE LA JUSTICE (Guinea),MINISTERE DE LA JUSTICE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-08,MINISTERE DU PLAN ET DE LA COOPERATION INTERNATIONALE (Guinea),MINISTERE DU PLAN ET DE LA COOPERATION INTERNATIONALE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-09,MINISTERE DE L'ECONOMIE ET DES FINANCES (Guinea),MINISTERE DE L'ECONOMIE ET DES FINANCES,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-11,MINISTERE DE L'AGRICULTURE (Guinea),MINISTERE DE L'AGRICULTURE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-12,MINISTERE DE LA PECHE ET DE L'AQUACULTURE (Guinea),MINISTERE DE LA PECHE ET DE L'AQUACULTURE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-13,MINISTERE DES MINES ET DE LA GEOLOGIE (Guinea),MINISTERE DES MINES ET DE LA GEOLOGIE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-14,MINISTERE DES TRAVAUX PUBLICS (Guinea),MINISTERE DES TRAVAUX PUBLICS,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-15,MINISTERE DE LA VILLE ET DE L'AMENAGEMENT DU TERRITORIE (Guinea),MINISTERE DE LA VILLE ET DE L'AMENAGEMENT DU TERRITORIE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-16,MINISTERE DU COMMERCE (Guinea),MINISTERE DU COMMERCE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-18,MINISTERE DE LA SANTE (Guinea),MINISTERE DE LA SANTE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-19,"MINISTERE DE L'ACTION SOCIALE, DE LA PROMOTION FEMININE ET DE L'ENFANCE (Guinea)","MINISTERE DE L'ACTION SOCIALE, DE LA PROMOTION FEMININE ET DE L'ENFANCE",GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-20,MINISTERE DE L'ENSEIGNEMENT PRE UNIVERSITAIRE ET DE L'ALPHABETISATION (Guinea),MINISTERE DE L'ENSEIGNEMENT PRE UNIVERSITAIRE ET DE L'ALPHABETISATION,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-21,"MINISTERE DE L'ENSEIGNEMENT TECHNIQUE, DE LA FORMATION PROFESSIONNELLE, DE L'EMPLOI ET DU TRAVAIL (Guinea)","MINISTERE DE L'ENSEIGNEMENT TECHNIQUE, DE LA FORMATION PROFESSIONNELLE, DE L'EMPLOI ET DU TRAVAIL",GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-23,MINISTERE DE LA JEUNESSE ET DE L'EMPLOI JEUNE (Guinea),MINISTERE DE LA JEUNESSE ET DE L'EMPLOI JEUNE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-31,"MINISTERE DE L'ENVIRONMENT, DES EAUX ET FORETS (Guinea)","MINISTERE DE L'ENVIRONMENT, DES EAUX ET FORETS",GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-36,MINISTERE DE L'ENERGIE ET DE L'HYDRAULIQUE (Guinea),MINISTERE DE L'ENERGIE ET DE L'HYDRAULIQUE,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-40,MINISTERE DE L'ELEVAGE ET DES PRODUCTIONS ANIMALES (Guinea),MINISTERE DE L'ELEVAGE ET DES PRODUCTIONS ANIMALES,GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GN-COA-41,"MINISTERE DE L'INDUSTRIES, DES PME ET DE LA PROMOTION DU SECTEUR PRIVE (Guinea)","MINISTERE DE L'INDUSTRIES, DES PME ET DE LA PROMOTION DU SECTEUR PRIVE",GN,Guinea,Government,10,2017 Budget,https://www.cabri-sbo.org/uploads/bia/guinea_2017_approval_external_enacted_budget_ministry_of_finance_cen-sad_ecowas_french_.pdf
GQ-COA-01,JEFATURA DE ESTADO (Equatorial Guinea),JEFATURA DE ESTADO,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-02,PRESIDENCIA DEL GOBIERNO (Equatorial Guinea),PRESIDENCIA DEL GOBIERNO,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-03,CAMARA DE LOS DIPUTADOS (Equatorial Guinea),CAMARA DE LOS DIPUTADOS,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-04,SENADO (Equatorial Guinea),SENADO,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-05,PODER JUDICIAL (Equatorial Guinea),PODER JUDICIAL,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-06,MINISTERIO FISCAL (Equatorial Guinea),MINISTERIO FISCAL,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-07,TRIBUNAL CONSTITUCIONAL (Equatorial Guinea),TRIBUNAL CONSTITUCIONAL,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-09,CONSEJO DE LA REPUBLICA (Equatorial Guinea),CONSEJO DE LA REPUBLICA,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-10,DEFENSOR DEL PUEBLO (Equatorial Guinea),DEFENSOR DEL PUEBLO,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-12,ASUNTOS EXTERIORES Y COOPERACION (Equatorial Guinea),ASUNTOS EXTERIORES Y COOPERACION,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-13,"JUSTICIA, CULTO E INSTIT. PENITENCIARIAS (Equatorial Guinea)","JUSTICIA, CULTO E INSTIT. PENITENCIARIAS",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-14,DEFENSA NACIONAL (Equatorial Guinea),DEFENSA NACIONAL,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-15,INTERIOR Y CORPORACIONES LOCALES (Equatorial Guinea),INTERIOR Y CORPORACIONES LOCALES,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-16,SEGURIDAD NACIONAL (Equatorial Guinea),SEGURIDAD NACIONAL,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-19,FUNCION PUBLICA Y REFORMA ADMINISTRATIVA (Equatorial Guinea),FUNCION PUBLICA Y REFORMA ADMINISTRATIVA,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-20,"HACIENDA, ECONOMIA Y PLANIFICACION (Equatorial Guinea)","HACIENDA, ECONOMIA Y PLANIFICACION",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-21,COMERCIO Y PROMOCION DE PYMES (Equatorial Guinea),COMERCIO Y PROMOCION DE PYMES,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-26,"EDUCACION, ENSEÑANZA UNIVERSITARIA Y DEPORTES (Equatorial Guinea)","EDUCACION, ENSEÑANZA UNIVERSITARIA Y DEPORTES",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-27,"CULTURA, TURISMO Y PROMOCION ARTESANAL (Equatorial Guinea)","CULTURA, TURISMO Y PROMOCION ARTESANAL",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-28,"INFORMACION, PRENSA Y RADIO (Equatorial Guinea)","INFORMACION, PRENSA Y RADIO",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-34,SANIDAD Y BIENESTAR (Equatorial Guinea),SANIDAD Y BIENESTAR,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-35,"TRABAJO, FOMENTO DE EMPLEO Y SEGDAD. SOCIAL (Equatorial Guinea)","TRABAJO, FOMENTO DE EMPLEO Y SEGDAD. SOCIAL",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-36,ASUNTOS SOCIALES E IGUALDAD DE GENERO (Equatorial Guinea),ASUNTOS SOCIALES E IGUALDAD DE GENERO,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-40,"AGRICULTURA, GANADERIA, BOSQUES Y MEDIO AMBIENTE (Equatorial Guinea)","AGRICULTURA, GANADERIA, BOSQUES Y MEDIO AMBIENTE",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-41,PESCA Y RECURSOS HIDRICOS (Equatorial Guinea),PESCA Y RECURSOS HIDRICOS,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-42,MINAS E HIDROCARBUROS (Equatorial Guinea),MINAS E HIDROCARBUROS,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-43,INDUSTRIA Y ENERGIA (Equatorial Guinea),INDUSTRIA Y ENERGIA,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-44,"OBRAS PUBLICAS, VIVIENDAS Y URBANISMOS (Equatorial Guinea)","OBRAS PUBLICAS, VIVIENDAS Y URBANISMOS",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-51,"TRANSPORTES, CORREOS Y TELECOMUNICACIONES (Equatorial Guinea)","TRANSPORTES, CORREOS Y TELECOMUNICACIONES",GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-52,AVIACION CIVIL (Equatorial Guinea),AVIACION CIVIL,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-55,GASTOS COMUNES Y OBLIGACIONES DIVERSAS (Equatorial Guinea),GASTOS COMUNES Y OBLIGACIONES DIVERSAS,GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-56,C.A.A. DEUDA PUBLICA (INTERESES CORRIENTES) (Equatorial Guinea),C.A.A. DEUDA PUBLICA (INTERESES CORRIENTES),GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GQ-COA-56,C.A.A. DEUDA PUBLICA (CONTRIBUCIONES A ORGAN.) (Equatorial Guinea),C.A.A. DEUDA PUBLICA (CONTRIBUCIONES A ORGAN.),GQ,Equatorial Guinea,Government,10,2022 Budget,https://minhacienda-gob.com/download/libro_lpge-2022/
GW-COA-1,ASSEMBLEIA NACIONAL POPULAR (Guinea-Bissau),ASSEMBLEIA NACIONAL POPULAR,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-2,PRESIDÊNCIA DA REPÚBLICA (Guinea-Bissau),PRESIDÊNCIA DA REPÚBLICA,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-3,PRESIDÊNCIA DO CONSELHO DE MINISTROS (Guinea-Bissau),PRESIDÊNCIA DO CONSELHO DE MINISTROS,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-4,SUPREMO TRIBUNAL DA JUSTIÇA (Guinea-Bissau),SUPREMO TRIBUNAL DA JUSTIÇA,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-5,TRIBUNAL DE CONTAS (Guinea-Bissau),TRIBUNAL DE CONTAS,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-6,MINISTÉRIO DA JUSTIÇA (Guinea-Bissau),MINISTÉRIO DA JUSTIÇA,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-7,MINISTÉRIO PÚBLICO (Guinea-Bissau),MINISTÉRIO PÚBLICO,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-8,"MINISTÉRIO DOS NEGÓCIOS ESTRANGEIROS, COOPERAÇÃO INTERNACIONAL E DAS COMUNIDADES (Guinea-Bissau)","MINISTÉRIO DOS NEGÓCIOS ESTRANGEIROS, COOPERAÇÃO INTERNACIONAL E DAS COMUNIDADES",GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-9,MINISTÉRIO DA DEFESA NACIONAL (Guinea-Bissau),MINISTÉRIO DA DEFESA NACIONAL,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-10,MINISTÉRIO DO INTERIOR (Guinea-Bissau),MINISTÉRIO DO INTERIOR,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-11,MINISTÉRIO DA ADMINISTRAÇÃO TERRITORIAL (Guinea-Bissau),MINISTÉRIO DA ADMINISTRAÇÃO TERRITORIAL,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-12,MINISTÉRIO DAS FINANÇAS (Guinea-Bissau),MINISTÉRIO DAS FINANÇAS,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-13,"MINISTÉRIO DA ADMINISTRAÇÃO PÚBLICA, TRABALHO, EMPREGO E SEGURANÇA SOCIAL (Guinea-Bissau)","MINISTÉRIO DA ADMINISTRAÇÃO PÚBLICA, TRABALHO, EMPREGO E SEGURANÇA SOCIAL",GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-14,"MINISTÉRIO DA ECONOMIA, PLANO E INTEGRAÇÃO REGIONAL (Guinea-Bissau)","MINISTÉRIO DA ECONOMIA, PLANO E INTEGRAÇÃO REGIONAL",GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-15,MINISTERIO DA EDUCAÇÃO E ENSINO SUPERIOR (Guinea-Bissau),MINISTERIO DA EDUCAÇÃO E ENSINO SUPERIOR,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-17,MINISTÉRIO DA PRESIDÊNCIA DE CONSELHO DE MINISTROS E ASSUNTOS PARLAMENTARES (Guinea-Bissau),MINISTÉRIO DA PRESIDÊNCIA DE CONSELHO DE MINISTROS E ASSUNTOS PARLAMENTARES,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-18,MINISTÉRIO DA SAUDE (Guinea-Bissau),MINISTÉRIO DA SAUDE,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-19,"MINISTÉRIO DA MULHER, FAMÍLIA E SOLIDARIEDADE SOCIAL (Guinea-Bissau)","MINISTÉRIO DA MULHER, FAMÍLIA E SOLIDARIEDADE SOCIAL",GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-21,"MINISTÉRIO DAS OBRAS PUBLICAS, HABITAÇÃO E URBANISMO (Guinea-Bissau)","MINISTÉRIO DAS OBRAS PUBLICAS, HABITAÇÃO E URBANISMO",GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-22,MINISTÉRIO DOS RECURSOS NATURAIS E ENERGIA (Guinea-Bissau),MINISTÉRIO DOS RECURSOS NATURAIS E ENERGIA,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-23,MINISTÉRIO DA AGRICULTURA E DESENVOLVIMENTO RURAL (Guinea-Bissau),MINISTÉRIO DA AGRICULTURA E DESENVOLVIMENTO RURAL,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-24,MINISTÉRIO DAS PESCAS (Guinea-Bissau),MINISTÉRIO DAS PESCAS,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-25,MINISTÉRIO DO COMÉRCIO E INDÚSTRIA (Guinea-Bissau),MINISTÉRIO DO COMÉRCIO E INDÚSTRIA,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-26,MINISTÉRIO DO TURISMO E DO ARTESANATO (Guinea-Bissau),MINISTÉRIO DO TURISMO E DO ARTESANATO,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-30,SECRETARIA DE ESTADO DAS COMUNIDADES (Guinea-Bissau),SECRETARIA DE ESTADO DAS COMUNIDADES,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-31,SECRETARIA DE ESTADO DA COOPERAÇÃO INTERNACIONAL (Guinea-Bissau),SECRETARIA DE ESTADO DA COOPERAÇÃO INTERNACIONAL,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-32,SECRETARIA DE ESTADO DO TESOURO (Guinea-Bissau),SECRETARIA DE ESTADO DO TESOURO,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-33,SECRETARIA DE ESTADO DO ORÇAMENTO (Guinea-Bissau),SECRETARIA DE ESTADO DO ORÇAMENTO,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-35,SECRETARIA DE ESTADO DA JUVENTUDE E DESPORTO (Guinea-Bissau),SECRETARIA DE ESTADO DA JUVENTUDE E DESPORTO,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-36,SECRETARIA DE ESTADO DA GESTÃO HOSPITALAR (Guinea-Bissau),SECRETARIA DE ESTADO DA GESTÃO HOSPITALAR,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-38,SECRETARIA DE ESTADO DA ORDEM PÚBLICA (Guinea-Bissau),SECRETARIA DE ESTADO DA ORDEM PÚBLICA,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-39,SECRETARIA DE ESTADO DOS COMBATENTES DA LIBERDADE (Guinea-Bissau),SECRETARIA DE ESTADO DOS COMBATENTES DA LIBERDADE,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-42,SECRETARIA DE ESTADO DA COMUNICAÇÃO SOCIAL (Guinea-Bissau),SECRETARIA DE ESTADO DA COMUNICAÇÃO SOCIAL,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
GW-COA-43,MINISTÉRIO DOS TRANSPORTES E COMUNICAÇÕES (Guinea-Bissau),MINISTÉRIO DOS TRANSPORTES E COMUNICAÇÕES,GW,Guinea-Bissau,Government,10,2024 Budget,https://www.mef.gw/publicacoes/orcamento-geral-do-estado
